epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.5531615614891052,0.5468877553939819,0.7395833134651184,0.7266666889190674
2,0.5439041256904602,0.5372814536094666,0.7475000023841858,0.7433333396911621
3,0.5350387692451477,0.5281691551208496,0.7599999904632568,0.7699999809265137
4,0.526555597782135,0.5195334553718567,0.7662500143051147,0.7699999809265137
5,0.5184407830238342,0.5113564133644104,0.7749999761581421,0.7799999713897705
6,0.5106840133666992,0.5036216974258423,0.7804166674613953,0.800000011920929
7,0.5032740831375122,0.4963112473487854,0.7866666913032532,0.8033333420753479
8,0.49619781970977783,0.48940542340278625,0.7920833230018616,0.8133333325386047
9,0.48944151401519775,0.48288440704345703,0.79708331823349,0.8166666626930237
10,0.48299193382263184,0.47672876715660095,0.8025000095367432,0.8233333230018616
11,0.47683724761009216,0.4709201157093048,0.809583306312561,0.8266666531562805
12,0.47096627950668335,0.46544092893600464,0.8141666650772095,0.8333333134651184
13,0.46536874771118164,0.4602743089199066,0.8187500238418579,0.8366666436195374
14,0.4600343406200409,0.4554041028022766,0.8195833563804626,0.8399999737739563
15,0.4549533724784851,0.45081475377082825,0.8241666555404663,0.8433333039283752
16,0.4501161277294159,0.4464910328388214,0.8266666531562805,0.8433333039283752
17,0.44551289081573486,0.4424186050891876,0.8291666507720947,0.8433333039283752
18,0.4411342740058899,0.4385836720466614,0.8274999856948853,0.8399999737739563
19,0.43697068095207214,0.4349730908870697,0.8299999833106995,0.8433333039283752
20,0.4330124855041504,0.43157389760017395,0.831250011920929,0.8399999737739563
21,0.4292503297328949,0.42837417125701904,0.8337500095367432,0.8399999737739563
22,0.4256749451160431,0.4253624379634857,0.8345833420753479,0.8399999737739563
23,0.4222770035266876,0.4225277602672577,0.8370833396911621,0.8399999737739563
24,0.4190477430820465,0.41985970735549927,0.8374999761581421,0.846666693687439
25,0.4159785211086273,0.4173487424850464,0.8370833396911621,0.8500000238418579
26,0.41306114196777344,0.4149855375289917,0.8370833396911621,0.8533333539962769
27,0.4102877676486969,0.4127615988254547,0.8374999761581421,0.8566666841506958
28,0.40765100717544556,0.41066887974739075,0.8399999737739563,0.8600000143051147
29,0.4051438868045807,0.40869975090026855,0.8395833373069763,0.8566666841506958
30,0.4027598202228546,0.4068470895290375,0.840833306312561,0.8533333539962769
31,0.40049266815185547,0.40510421991348267,0.8433333039283752,0.8566666841506958
32,0.39833664894104004,0.40346449613571167,0.8424999713897705,0.8533333539962769
33,0.39628610014915466,0.40192195773124695,0.8433333039283752,0.8533333539962769
34,0.39433592557907104,0.40047070384025574,0.84375,0.8500000238418579
35,0.3924810290336609,0.3991050720214844,0.8441666960716248,0.8533333539962769
36,0.39071664214134216,0.39781978726387024,0.8458333611488342,0.8566666841506958
37,0.3890382945537567,0.39660966396331787,0.8458333611488342,0.8566666841506958
38,0.387441486120224,0.3954697549343109,0.8462499976158142,0.8566666841506958
39,0.38592198491096497,0.39439553022384644,0.847083330154419,0.8566666841506958
40,0.38447579741477966,0.3933824300765991,0.8475000262260437,0.8566666841506958
41,0.3830990791320801,0.3924265205860138,0.8487499952316284,0.8600000143051147
42,0.38178807497024536,0.3915237486362457,0.8483333587646484,0.8600000143051147
43,0.3805393576622009,0.3906705379486084,0.8495833277702332,0.8600000143051147
44,0.3793494999408722,0.38986366987228394,0.8520833253860474,0.8600000143051147
45,0.3782154321670532,0.38909998536109924,0.8516666889190674,0.8633333444595337
46,0.3771340548992157,0.38837650418281555,0.8525000214576721,0.8633333444595337
47,0.3761025369167328,0.3876906931400299,0.8529166579246521,0.8633333444595337
48,0.3751182556152344,0.3870401084423065,0.8537499904632568,0.8633333444595337
49,0.374178409576416,0.38642245531082153,0.8541666865348816,0.8633333444595337
50,0.37328076362609863,0.38583552837371826,0.8541666865348816,0.8666666746139526
51,0.3724229037761688,0.3852774202823639,0.8537499904632568,0.8666666746139526
52,0.37160253524780273,0.3847462832927704,0.8533333539962769,0.8666666746139526
53,0.3708176016807556,0.3842402398586273,0.8537499904632568,0.8666666746139526
54,0.3700660169124603,0.3837577700614929,0.8533333539962769,0.8666666746139526
55,0.369346022605896,0.383297324180603,0.8541666865348816,0.8666666746139526
56,0.36865556240081787,0.3828572928905487,0.8545833230018616,0.8666666746139526
57,0.3679932653903961,0.3824364244937897,0.8550000190734863,0.8666666746139526
58,0.3673572540283203,0.38203316926956177,0.8545833230018616,0.8666666746139526
59,0.3667461574077606,0.38164645433425903,0.856249988079071,0.8666666746139526
60,0.36615851521492004,0.381274938583374,0.856249988079071,0.8700000047683716
61,0.3655930757522583,0.38091757893562317,0.856249988079071,0.8700000047683716
62,0.3650485873222351,0.38057324290275574,0.8570833206176758,0.8700000047683716
63,0.36452382802963257,0.38024088740348816,0.8566666841506958,0.8700000047683716
64,0.3640177547931671,0.37991952896118164,0.856249988079071,0.8733333349227905
65,0.3635292947292328,0.37960830330848694,0.8554166555404663,0.8733333349227905
66,0.36305755376815796,0.3793063163757324,0.8554166555404663,0.8733333349227905
67,0.362601637840271,0.379012793302536,0.8554166555404663,0.8733333349227905
68,0.3621605634689331,0.3787270486354828,0.8554166555404663,0.8733333349227905
69,0.361733615398407,0.37844833731651306,0.8550000190734863,0.8733333349227905
70,0.36132004857063293,0.3781762421131134,0.8558333516120911,0.8733333349227905
71,0.36091917753219604,0.3779100775718689,0.8558333516120911,0.8733333349227905
72,0.3605302572250366,0.37764957547187805,0.856249988079071,0.8733333349227905
73,0.3601527214050293,0.3773941993713379,0.856249988079071,0.8733333349227905
74,0.35978594422340393,0.3771436810493469,0.8566666841506958,0.8733333349227905
75,0.3594294488430023,0.3768977224826813,0.8566666841506958,0.8766666650772095
76,0.3590826392173767,0.37665611505508423,0.8558333516120911,0.8766666650772095
77,0.35874512791633606,0.37641850113868713,0.8558333516120911,0.8766666650772095
78,0.3584164083003998,0.3761849105358124,0.8558333516120911,0.8766666650772095
79,0.35809606313705444,0.37595492601394653,0.8566666841506958,0.8766666650772095
80,0.357783704996109,0.3757285475730896,0.8570833206176758,0.8766666650772095
81,0.35747888684272766,0.37550556659698486,0.8570833206176758,0.8766666650772095
82,0.3571814000606537,0.37528589367866516,0.8570833206176758,0.8766666650772095
83,0.3568907082080841,0.3750692903995514,0.8566666841506958,0.8766666650772095
84,0.35660672187805176,0.3748556971549988,0.8566666841506958,0.8766666650772095
85,0.35632896423339844,0.374644935131073,0.8570833206176758,0.8766666650772095
86,0.3560572564601898,0.3744368851184845,0.8579166531562805,0.8766666650772095
87,0.355791300535202,0.37423136830329895,0.8583333492279053,0.8766666650772095
88,0.35553082823753357,0.3740282654762268,0.8579166531562805,0.8766666650772095
89,0.3552756607532501,0.3738274872303009,0.8587499856948853,0.8766666650772095
90,0.35502558946609497,0.3736288547515869,0.85916668176651,0.8766666650772095
91,0.35478028655052185,0.37343209981918335,0.8583333492279053,0.8766666650772095
92,0.3545397222042084,0.3732373118400574,0.8587499856948853,0.8766666650772095
93,0.35430359840393066,0.37304428219795227,0.8587499856948853,0.8766666650772095
94,0.35407179594039917,0.3728529214859009,0.8587499856948853,0.8766666650772095
95,0.35384413599967957,0.37266305088996887,0.8587499856948853,0.8766666650772095
96,0.3536204397678375,0.37247467041015625,0.8587499856948853,0.8766666650772095
97,0.3534005582332611,0.3722877502441406,0.8583333492279053,0.8766666650772095
98,0.35318443179130554,0.37210217118263245,0.8587499856948853,0.8766666650772095
99,0.3529718220233917,0.3719179034233093,0.85916668176651,0.8766666650772095
100,0.3527626693248749,0.3717348873615265,0.85916668176651,0.8766666650772095
