epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.5094279050827026,0.5020036101341248,0.7870833277702332,0.7799999713897705
2,0.5010232925415039,0.4931473433971405,0.793749988079071,0.79666668176651
3,0.49304601550102234,0.48479369282722473,0.7983333468437195,0.8033333420753479
4,0.4854937195777893,0.47694259881973267,0.8029166460037231,0.8166666626930237
5,0.4783593714237213,0.4695863723754883,0.8083333373069763,0.8233333230018616
6,0.47162914276123047,0.46271055936813354,0.8145833611488342,0.8333333134651184
7,0.4652831554412842,0.45629435777664185,0.8204166889190674,0.8433333039283752
8,0.4592965245246887,0.4503122568130493,0.8245833516120911,0.8500000238418579
9,0.4536437392234802,0.44473588466644287,0.824999988079071,0.8566666841506958
10,0.4483002722263336,0.43953633308410645,0.8266666531562805,0.8566666841506958
11,0.44324392080307007,0.4346854090690613,0.8295833468437195,0.8566666841506958
12,0.4384550452232361,0.4301566481590271,0.8299999833106995,0.8533333539962769
13,0.4339168667793274,0.42592576146125793,0.8316666483879089,0.8533333539962769
14,0.4296146631240845,0.421970933675766,0.8337500095367432,0.8533333539962769
15,0.42553579807281494,0.418272465467453,0.8345833420753479,0.8500000238418579
16,0.4216693639755249,0.414812833070755,0.8358333110809326,0.8500000238418579
17,0.4180058538913727,0.41157594323158264,0.8366666436195374,0.8566666841506958
18,0.41453665494918823,0.4085472822189331,0.8374999761581421,0.8600000143051147
19,0.41125425696372986,0.40571340918540955,0.8387500047683716,0.8666666746139526
20,0.4081510603427887,0.4030615985393524,0.8399999737739563,0.8633333444595337
21,0.40522000193595886,0.4005798399448395,0.8412500023841858,0.8600000143051147
22,0.4024539291858673,0.39825648069381714,0.8433333039283752,0.8633333444595337
23,0.3998452425003052,0.39608022570610046,0.8429166674613953,0.8666666746139526
24,0.3973863422870636,0.39403998851776123,0.8445833325386047,0.8633333444595337
25,0.39506903290748596,0.3921252489089966,0.8458333611488342,0.8600000143051147
26,0.39288529753685,0.39032572507858276,0.8475000262260437,0.8600000143051147
27,0.39082658290863037,0.3886319100856781,0.8491666913032532,0.8566666841506958
28,0.3888845443725586,0.38703498244285583,0.8504166603088379,0.8566666841506958
29,0.38705113530158997,0.3855268359184265,0.8504166603088379,0.8566666841506958
30,0.3853186070919037,0.3841004967689514,0.8512499928474426,0.8566666841506958
31,0.38367968797683716,0.3827497363090515,0.8516666889190674,0.8566666841506958
32,0.3821278214454651,0.3814692795276642,0.8520833253860474,0.8600000143051147
33,0.38065701723098755,0.3802546560764313,0.8516666889190674,0.8600000143051147
34,0.37926191091537476,0.37910208106040955,0.8512499928474426,0.8600000143051147
35,0.3779377341270447,0.3780081570148468,0.8529166579246521,0.8600000143051147
36,0.3766801953315735,0.3769700229167938,0.8525000214576721,0.8600000143051147
37,0.37548547983169556,0.37598493695259094,0.8529166579246521,0.8633333444595337
38,0.3743499517440796,0.37505042552948,0.8537499904632568,0.8633333444595337
39,0.3732703626155853,0.37416380643844604,0.8529166579246521,0.8633333444595337
40,0.3722434937953949,0.3733227252960205,0.8537499904632568,0.8633333444595337
41,0.3712663948535919,0.372524619102478,0.8533333539962769,0.8633333444595337
42,0.37033605575561523,0.3717668056488037,0.8533333539962769,0.8633333444595337
43,0.36944982409477234,0.37104693055152893,0.8533333539962769,0.8633333444595337
44,0.36860474944114685,0.3703623414039612,0.8541666865348816,0.8666666746139526
45,0.36779847741127014,0.36971068382263184,0.8550000190734863,0.8700000047683716
46,0.36702853441238403,0.36908960342407227,0.8558333516120911,0.8733333349227905
47,0.3662926256656647,0.36849695444107056,0.8554166555404663,0.8766666650772095
48,0.3655887544155121,0.3679307997226715,0.8554166555404663,0.8766666650772095
49,0.3649149239063263,0.3673893213272095,0.8558333516120911,0.8766666650772095
50,0.36426952481269836,0.3668708801269531,0.8558333516120911,0.8766666650772095
51,0.36365100741386414,0.3663739860057831,0.8566666841506958,0.8766666650772095
52,0.3630578815937042,0.36589741706848145,0.8575000166893005,0.8766666650772095
53,0.36248889565467834,0.36543992161750793,0.8587499856948853,0.8766666650772095
54,0.36194294691085815,0.36500048637390137,0.8600000143051147,0.8766666650772095
55,0.361418753862381,0.36457815766334534,0.8604166507720947,0.8766666650772095
56,0.3609154224395752,0.36417198181152344,0.8604166507720947,0.8766666650772095
