epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.5182064175605774,0.5014110207557678,0.7941666841506958,0.8166666626930237
2,0.5091003179550171,0.4939686954021454,0.8037499785423279,0.8233333230018616
3,0.5006110668182373,0.4869075119495392,0.809583306312561,0.8399999737739563
4,0.492689311504364,0.4801969826221466,0.8120833039283752,0.8500000238418579
5,0.4852876365184784,0.4737910032272339,0.8170833587646484,0.8500000238418579
6,0.47835108637809753,0.46763935685157776,0.8204166889190674,0.8533333539962769
7,0.4718214273452759,0.46171218156814575,0.8237500190734863,0.8566666841506958
8,0.4656500220298767,0.45599910616874695,0.8287500143051147,0.8566666841506958
9,0.4598022997379303,0.4505004286766052,0.8304166793823242,0.8566666841506958
10,0.4542545974254608,0.44522038102149963,0.8329166769981384,0.8600000143051147
11,0.4489901661872864,0.44016361236572266,0.8349999785423279,0.8600000143051147
12,0.44399601221084595,0.4353340268135071,0.8345833420753479,0.8600000143051147
13,0.43926212191581726,0.4307347536087036,0.8345833420753479,0.8633333444595337
14,0.4347797632217407,0.4263671636581421,0.8345833420753479,0.8633333444595337
15,0.43054068088531494,0.42223092913627625,0.8358333110809326,0.8633333444595337
16,0.4265367090702057,0.41832399368286133,0.8358333110809326,0.8633333444595337
17,0.4227592647075653,0.41464221477508545,0.8362500071525574,0.8666666746139526
18,0.4191989302635193,0.4111795425415039,0.8366666436195374,0.8666666746139526
19,0.41584542393684387,0.4079279601573944,0.8379166722297668,0.8633333444595337
20,0.4126876890659332,0.4048778712749481,0.8379166722297668,0.8633333444595337
21,0.40971365571022034,0.40201836824417114,0.8399999737739563,0.8666666746139526
22,0.4069109857082367,0.3993377089500427,0.840416669845581,0.8633333444595337
23,0.40426740050315857,0.3968237042427063,0.8416666388511658,0.8600000143051147
24,0.40177056193351746,0.39446404576301575,0.8445833325386047,0.8600000143051147
25,0.39940911531448364,0.3922470510005951,0.846666693687439,0.8600000143051147
26,0.39717236161231995,0.3901616334915161,0.8479166626930237,0.8600000143051147
27,0.39505070447921753,0.38819748163223267,0.8475000262260437,0.8600000143051147
28,0.3930356204509735,0.3863452076911926,0.8479166626930237,0.8600000143051147
29,0.39111948013305664,0.38459622859954834,0.8483333587646484,0.8566666841506958
30,0.3892954885959625,0.38294270634651184,0.8495833277702332,0.8566666841506958
31,0.387557715177536,0.38137754797935486,0.8500000238418579,0.8633333444595337
32,0.3859004080295563,0.37989434599876404,0.8500000238418579,0.8666666746139526
33,0.38431859016418457,0.37848708033561707,0.8504166603088379,0.8633333444595337
34,0.3828073740005493,0.37715017795562744,0.8516666889190674,0.8633333444595337
